                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 1.1633,                0.75173,                0.90146,                0.51582,                0.40726,                0.41716,                0.25229,                 1.1745,                0.82402,                0.90001,               0.005446,               0.005446,               0.005446
                     95,                 1.1531,                0.74524,                0.89871,                0.51503,                 0.4091,                0.41612,                0.25208,                 1.1713,                0.82365,                0.89917,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.1555,                0.74496,                 0.9007,                0.51089,                 0.4098,                0.41468,                0.25164,                  1.171,                0.82409,                0.89958,               0.005347,               0.005347,               0.005347
                     97,                 1.1573,                0.74448,                0.89955,                0.52373,                0.40409,                 0.4152,                0.25194,                 1.1726,                0.82574,                0.89948,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.1535,                 0.7407,                0.90118,                0.51715,                0.40391,                0.41703,                0.25305,                 1.1719,                0.82471,                0.89908,               0.005248,               0.005248,               0.005248
                     99,                  1.156,                0.73888,                0.89804,                0.51966,                0.40571,                0.41911,                0.25417,                 1.1722,                0.82235,                 0.8994,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.1551,                0.73884,                0.89872,                0.51412,                0.40866,                0.41963,                0.25466,                 1.1725,                0.82497,                0.89961,               0.005149,               0.005149,               0.005149
                    101,                 1.1456,                0.72967,                0.89699,                0.51522,                 0.4086,                0.41932,                0.25441,                 1.1701,                0.82592,                0.89866,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.1505,                0.73308,                0.89806,                0.51271,                0.40941,                0.41899,                0.25471,                 1.1693,                0.82413,                0.89835,                0.00505,                0.00505,                0.00505
                    103,                 1.1428,                0.72843,                0.89657,                0.51819,                0.40389,                0.41863,                0.25447,                 1.1687,                0.82305,                0.89781,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.1452,                0.72787,                0.89823,                0.51244,                 0.4127,                0.41911,                0.25438,                 1.1691,                 0.8229,                0.89764,               0.004951,               0.004951,               0.004951
                    105,                 1.1467,                0.72802,                0.89881,                0.50962,                0.41477,                0.41995,                0.25452,                 1.1687,                  0.823,                0.89776,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.1472,                0.72873,                0.89687,                0.50937,                0.41672,                0.41963,                 0.2549,                 1.1686,                0.82276,                0.89768,               0.004852,               0.004852,               0.004852
                    107,                 1.1459,                0.72489,                0.89566,                0.51024,                0.41546,                0.41928,                 0.2553,                 1.1679,                0.82201,                0.89769,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.1384,                0.72112,                0.89444,                0.51023,                0.41339,                0.41818,                0.25485,                 1.1676,                 0.8225,                0.89774,               0.004753,               0.004753,               0.004753
                    109,                 1.1348,                0.71489,                 0.8955,                 0.5098,                0.41436,                0.41807,                0.25448,                 1.1689,                 0.8242,                0.89789,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.1309,                0.71245,                  0.893,                0.51649,                0.41215,                0.41908,                0.25498,                 1.1697,                0.82437,                0.89783,               0.004654,               0.004654,               0.004654
                    111,                 1.1309,                0.71464,                0.89329,                0.52055,                0.40772,                0.41883,                0.25491,                 1.1697,                0.82432,                0.89871,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.1326,                0.71528,                0.89281,                0.51351,                 0.4132,                0.41916,                0.25497,                 1.1688,                0.82351,                0.89849,               0.004555,               0.004555,               0.004555
                    113,                  1.134,                0.71109,                0.89493,                0.50889,                0.41703,                0.41927,                0.25489,                 1.1696,                0.82331,                0.89861,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.1314,                0.71048,                 0.8919,                0.50989,                0.41612,                0.41899,                0.25464,                  1.169,                 0.8236,                0.89816,               0.004456,               0.004456,               0.004456
                    115,                 1.1269,                0.70111,                0.89064,                0.51321,                0.41283,                0.41792,                0.25391,                 1.1693,                0.82447,                0.89811,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.1321,                0.70469,                0.89292,                0.51463,                0.41044,                0.41832,                0.25425,                   1.17,                0.82484,                0.89852,               0.004357,               0.004357,               0.004357
